label,score,sentence
environmental,0.9965410828590393,"Additionally, our discussion of environmental, social and governance (ESG) assessments, goals, and relevant issues herein are informed by various ESG standards and frameworks (including standards for the measurement of underlying data) and the interests of various stakeholders."
environmental,0.9945811629295349,"Any references to materiality in the context of such discussions and any related assessment of ESG materiality may differ from the definition of materiality under various legal regimes, including the federal securities laws for SEC reporting purposes."
environmental,0.969755232334137,Overview Fluence is a global market leader delivering intelligent energy storage and optimization software for renewables and storage.
environmental,0.9964654445648193,Our energy storage solutions and operational services are helping to create a more resilient grid and unlock the full potential of renewable portfolios.
environmental,0.9961600303649902,"With gigawatts of projects successfully contracted, deployed and under management across nearly 50 markets, we believe we are transforming the way we power our world for a more sustainable future."
environmental,0.9969936609268188,"The utility-scale battery storage industry as a whole is witnessing unprecedented growth, fueled by global transitions toward renewable energy, heightened focus on grid resilience, and supportive regulatory frameworks."
environmental,0.9978629946708679,Deployment of renewable energy resources has accelerated over the last decade.
environmental,0.9980555772781372,"Industry-wide, the push for decarbonization is creating increasing demand for grid-scale energy storage, which is critical to enabling the integration of variable renewable energy sources, reducing the intermittency and volatility of renewable energy generation, and meeting ambitious net-zero targets."
environmental,0.9825162887573242,"BloombergNEF currently estimates in its 2H 2024 Energy Storage Market Outlook, published in November 2024, that the global utility scale market, excluding China, will add approximately 2,529 GWh between 2024 and 2035."
environmental,0.9131929874420166,"Additionally, software-as-a-service (SaaS) products for renewables and storage are critical for helping asset owners and managers navigate increasing market complexities."
environmental,0.9917035102844238,"As portfolios of renewable and storage assets quickly scale across the globe, asset owners and managers will require SaaS products that optimize the performance of those assets to maximize their revenues and lower their overall cost of ownership."
environmental,0.9899976849555969,We believe the worlds operators of transmission and distribution networks face a once-in-an-industry challenge as the rapid growth of distributed resources and renewable generation increase intermittency and congestion and weaken system stability.
environmental,0.9970567226409912,"We expect the need for SATA to grow rapidly, as the massive expansion of renewable energy sources will increase grid congestion and consequently require more grid reinforcement and relief interventions."
environmental,0.9964190721511841,"As the energy transition continue to accelerate, energy production and consumption are becoming increasingly imbalanced."
environmental,0.9542727470397949,Grid expansion is necessary to transport energy generated in decentralized locations over sometimes long distances.
environmental,0.9809805750846863,"At the same time, the traditional grid expansion must be supplemented by energy storage solutions deployed as a transmission asset to help to overcome the challenges for the transmission grid."
environmental,0.9545609354972839,Our revenue growth is directly tied to the continued adoption of energy storage solutions by our customers.
environmental,0.9849224090576172,One factor that impacts this continued adoption of energy storage solutions is the cost of lithium-ion energy storage hardware.
environmental,0.9630063772201538,The cost of lithium-ion energy storage hardware has declined significantly in the aggregate in the last decade and has resulted in a large addressable market today.
environmental,0.9858550429344177,"The market for energy storage continues to rapidly evolve and while we believe lithium-ion battery pack costs will continue to decline over the long term, there is no guarantee that they will decline or decline at the rates we expect."
environmental,0.9224779605865479,"Adoption of energy storage solutions, services and digital application offerings by our customers is also dependent on applicable government regulation, legislation, and policies."
environmental,0.9978668093681335,"Governments across the globe have announced, implemented, and continue to consider implementation of various policies, regulation, and legislation to support the transition from fossil fuels to low-carbon forms of energy, including through the development and deployment of energy storage."
environmental,0.9945524334907532,"For example, in August 2022, the United States passed the Inflation Reduction Act of 2022 (the IRA), which includes a number of incentives that support the adoption of energy storage solutions and services."
environmental,0.9877108931541443,"Such government policies, regulations, legislation, and programs are becoming increasingly instrumental in stimulating adoption of energy storage solutions across different markets through a variety of methods, including by providing financial support and incentives, facilitating grid integration, supporting research and development, and establishing favorable regulatory regimes."
environmental,0.9860003590583801,"Overall, we believe Fluence is well-positioned to continue to capitalize on the utility-scale battery storage market as we continue to deliver solutions that address the complex needs of a transforming energy landscape."
environmental,0.997844934463501,"However, there is no guarantee that the deployment of renewable energy will occur at the rate estimated by BloombergNEF or as we expect or that such renewable energy will rely on lithium-ion battery technology for energy storage."
environmental,0.9939373731613159,"Macroeconomic uncertainties, supply chain disruptions, geo-political conflicts, government regulations and incentives, and other factors could result in fluctuations in demand for and deployment of renewable energy resources, adversely affecting our revenue and ability to generate profits in the future."
environmental,0.905907392501831,"The energy storage market is comprised of three elements: Energy storage solutions the components (including batteries), professional services, and labor required to manufacture, assemble, and install battery energy storage systems."
environmental,0.9266745448112488,"The energy storage solutions market is driven by the deployment of new energy storage solutions globally, and its addressable market is comprised of the annual spend associated with the manufacturing, delivery, and installation of new energy storage solutions."
environmental,0.566039502620697,"We believe most forecasts for the energy storage sector, including BloombergNEFs, understate the size and market opportunity as forecasts generally only account for spend associated with the physical energy storage asset and do not account for the associated services and digital applications spend."
environmental,0.6406050324440002,"The services market is driven by growth in installed energy storage solutions globally, and its addressable market is comprised of the recurring annual service spend across the entire fleet of energy storage projects, which is continuing to grow through new installations."
environmental,0.9914066791534424,Cloud-based software applications can be deployed on both energy storage assets and renewable assets.
environmental,0.9939449429512024,"The digital applications and solutions sector is driven by the growth in installed energy storage solutions and renewable assets, and its addressable market is comprised of the total global installed fleet of energy storage solutions and renewable assets."
